id_subsistema,nom_subsistema,din_instante,val_cmomediasemanal,val_cmoleve,val_cmomedia,val_cmopesada
SE,SUDESTE,2009-06-26,44.62,44.54,44.59,45.1
SE,SUDESTE,2009-07-03,49.33,49.2,49.32,49.79
SE,SUDESTE,2009-07-10,37.19,37.1,37.1,37.91
SE,SUDESTE,2009-07-17,29.94,29.64,30.06,30.37
SE,SUDESTE,2009-07-24,19.47,19.41,19.46,19.72
SE,SUDESTE,2009-07-31,20.29,20.1,20.38,20.55
SE,SUDESTE,2009-08-07,10.69,10.63,10.69,10.86
SE,SUDESTE,2009-08-14,9.74,9.73,9.73,9.9
SE,SUDESTE,2009-08-21,9.96,9.89,9.98,10.13
SE,SUDESTE,2009-08-28,11.7,11.63,11.71,11.89
SE,SUDESTE,2009-09-04,7.87,7.78,7.89,8.11
SE,SUDESTE,2009-09-11,7.66,7.56,7.71,7.91
SE,SUDESTE,2009-09-18,3.87,3.58,4.0,4.19
SE,SUDESTE,2009-09-25,3.98,3.74,4.1,4.19
SE,SUDESTE,2009-10-02,1.99,1.91,2.02,2.07
SE,SUDESTE,2009-10-09,2.36,2.29,2.38,2.48
SE,SUDESTE,2009-10-16,3.06,2.94,3.13,3.21
SE,SUDESTE,2009-10-23,2.46,2.38,2.5,2.54
SE,SUDESTE,2009-10-30,1.4,1.31,1.46,1.46
SE,SUDESTE,2009-11-06,0.52,0.5,0.54,0.54
SE,SUDESTE,2009-11-13,0.44,0.41,0.46,0.47
SE,SUDESTE,2009-11-20,0.34,0.33,0.34,0.34
SE,SUDESTE,2009-11-27,0.66,0.65,0.67,0.68
SE,SUDESTE,2009-12-04,1.17,1.08,1.22,1.25
SE,SUDESTE,2009-12-11,0.52,0.42,0.57,0.6
SE,SUDESTE,2009-12-18,0.0,0.0,0.0,0.0
SE,SUDESTE,2009-12-25,0.0,0.0,0.0,0.0
SE,SUDESTE,2010-01-01,0.29,0.27,0.29,0.29
SE,SUDESTE,2010-01-08,0.0,0.0,0.0,0.0
SE,SUDESTE,2010-01-15,0.0,0.0,0.0,0.0
SE,SUDESTE,2010-01-22,0.0,0.0,0.0,0.0
SE,SUDESTE,2010-01-29,0.0,0.0,0.0,0.0
SE,SUDESTE,2010-02-05,20.69,0.0,32.34,33.22
SE,SUDESTE,2010-02-12,0.0,0.0,0.0,0.0
SE,SUDESTE,2010-02-19,0.0,0.0,0.0,0.0
SE,SUDESTE,2010-02-26,10.15,0.0,15.83,16.13
SE,SUDESTE,2010-03-05,20.69,0.0,32.34,33.22
SE,SUDESTE,2010-03-12,11.4,0.89,17.37,17.45
SE,SUDESTE,2010-03-19,16.06,1.26,24.43,24.81
SE,SUDESTE,2010-03-26,33.4,32.49,33.82,34.37
SE,SUDESTE,2010-04-02,35.97,35.24,36.4,37.21
SE,SUDESTE,2010-04-09,16.28,0.0,25.44,26.15
SE,SUDESTE,2010-04-16,10.52,9.12,10.36,16.05
SE,SUDESTE,2010-04-23,23.11,22.53,23.52,23.73
SE,SUDESTE,2010-04-30,22.46,21.15,23.14,23.48
SE,SUDESTE,2010-05-07,18.14,12.05,22.79,22.94
SE,SUDESTE,2010-05-14,25.25,18.48,29.02,29.55
SE,SUDESTE,2010-05-21,31.04,30.02,31.54,32.04
SE,SUDESTE,2010-05-28,32.89,31.86,33.4,33.79
SE,SUDESTE,2010-06-04,54.67,54.05,54.92,56.4
SE,SUDESTE,2010-06-11,58.78,58.15,59.0,59.78
SE,SUDESTE,2010-06-18,57.89,57.58,57.96,58.54
SE,SUDESTE,2010-06-25,63.27,62.56,63.62,63.93
SE,SUDESTE,2010-07-02,97.53,96.51,97.26,102.27
SE,SUDESTE,2010-07-09,99.92,99.15,99.93,102.47
SE,SUDESTE,2010-07-16,93.14,90.18,94.02,98.81
SE,SUDESTE,2010-07-23,82.16,77.76,83.31,91.41
SE,SUDESTE,2010-07-30,72.78,68.77,72.32,88.66
SE,SUDESTE,2010-08-06,102.68,100.56,103.45,106.03
SE,SUDESTE,2010-08-13,124.66,122.27,125.43,128.95
SE,SUDESTE,2010-08-20,113.83,112.01,114.37,117.35
SE,SUDESTE,2010-08-27,123.39,122.27,123.42,127.03
SE,SUDESTE,2010-09-03,103.82,100.51,104.09,113.78
SE,SUDESTE,2010-09-10,122.96,119.84,123.2,136.86
SE,SUDESTE,2010-09-17,115.08,110.25,116.9,122.47
SE,SUDESTE,2010-09-24,127.69,124.75,128.22,135.01
SE,SUDESTE,2010-10-01,165.87,162.97,166.36,173.32
SE,SUDESTE,2010-10-08,156.04,142.64,162.27,170.67
SE,SUDESTE,2010-10-15,129.36,116.91,135.66,156.36
SE,SUDESTE,2010-10-22,149.34,144.34,151.3,156.37
SE,SUDESTE,2010-10-29,152.82,148.64,154.98,156.33
SE,SUDESTE,2010-11-05,147.04,144.48,148.84,149.91
SE,SUDESTE,2010-11-12,120.96,117.81,122.72,122.93
SE,SUDESTE,2010-11-19,125.63,123.08,127.14,129.92
SE,SUDESTE,2010-11-26,104.62,100.62,106.74,107.64
SE,SUDESTE,2010-12-03,84.16,78.97,87.11,87.12
SE,SUDESTE,2010-12-10,91.49,84.97,95.2,95.2
SE,SUDESTE,2010-12-17,73.46,70.16,75.29,75.64
SE,SUDESTE,2010-12-24,62.09,59.96,62.84,65.61
SE,SUDESTE,2010-12-31,51.71,50.46,52.46,53.82
SE,SUDESTE,2011-01-07,53.74,52.68,54.32,55.75
SE,SUDESTE,2011-01-14,17.27,16.78,17.55,17.55
SE,SUDESTE,2011-01-21,25.42,24.6,25.89,25.89
SE,SUDESTE,2011-01-28,21.12,20.57,21.43,21.49
SE,SUDESTE,2011-02-04,11.85,0.13,18.53,18.53
SE,SUDESTE,2011-02-11,36.2,35.19,36.78,36.78
SE,SUDESTE,2011-02-18,47.82,45.97,48.88,48.88
SE,SUDESTE,2011-02-25,57.19,53.14,59.08,61.51
SE,SUDESTE,2011-03-04,79.69,77.25,80.89,82.07
SE,SUDESTE,2011-03-11,0.0,0.0,0.0,0.0
SE,SUDESTE,2011-03-18,33.4,28.47,35.87,37.93
SE,SUDESTE,2011-03-25,10.71,7.74,12.34,12.75
SE,SUDESTE,2011-04-01,0.0,0.0,0.0,0.0
SE,SUDESTE,2011-04-08,0.0,0.0,0.0,0.0
SE,SUDESTE,2011-04-15,0.0,0.0,0.0,0.0
SE,SUDESTE,2011-04-22,0.0,0.0,0.0,0.0
SE,SUDESTE,2011-04-29,7.01,6.76,7.11,7.32
SE,SUDESTE,2011-05-06,14.69,14.44,14.8,15.0
SE,SUDESTE,2011-05-13,13.3,13.02,13.38,13.84
SE,SUDESTE,2011-05-20,14.57,14.15,14.77,15.01
SE,SUDESTE,2011-05-27,15.88,15.69,15.93,16.3
SE,SUDESTE,2011-06-03,27.74,27.69,27.69,28.14
SE,SUDESTE,2011-06-10,30.19,30.05,30.18,30.68
SE,SUDESTE,2011-06-17,32.12,31.74,32.22,32.88
SE,SUDESTE,2011-06-24,27.55,27.17,27.74,28.41
SE,SUDESTE,2011-07-01,28.22,27.53,28.55,28.91
SE,SUDESTE,2011-07-08,27.08,26.8,27.19,27.53
SE,SUDESTE,2011-07-15,22.66,22.47,22.65,23.32
SE,SUDESTE,2011-07-22,20.72,20.54,20.7,21.42
SE,SUDESTE,2011-07-29,19.33,18.81,19.54,20.1
SE,SUDESTE,2011-08-05,22.39,21.84,22.63,23.1
SE,SUDESTE,2011-08-12,15.5,14.98,15.7,16.26
SE,SUDESTE,2011-08-19,17.05,16.55,17.25,17.73
SE,SUDESTE,2011-08-26,23.06,22.38,23.32,24.09
SE,SUDESTE,2011-09-02,15.76,15.07,16.02,16.81
SE,SUDESTE,2011-09-09,16.55,16.09,16.82,17.42
SE,SUDESTE,2011-09-16,20.38,19.81,20.65,20.98
SE,SUDESTE,2011-09-23,23.15,22.43,23.38,24.47
SE,SUDESTE,2011-09-30,23.91,22.97,24.31,25.08
SE,SUDESTE,2011-10-07,40.46,39.36,41.01,41.46
SE,SUDESTE,2011-10-14,40.82,40.46,40.98,41.69
SE,SUDESTE,2011-10-21,36.1,35.23,36.55,36.73
SE,SUDESTE,2011-10-28,21.98,21.49,22.24,22.39
SE,SUDESTE,2011-11-04,36.83,36.33,37.09,37.87
SE,SUDESTE,2011-11-11,42.54,41.85,42.93,42.93
SE,SUDESTE,2011-11-18,38.58,37.96,38.97,39.57
SE,SUDESTE,2011-11-25,43.83,42.86,44.38,44.38
SE,SUDESTE,2011-12-02,60.08,58.37,61.03,61.19
SE,SUDESTE,2011-12-09,48.96,47.43,49.82,49.82
SE,SUDESTE,2011-12-16,34.32,33.29,34.91,34.91
SE,SUDESTE,2011-12-23,43.33,42.13,44.0,44.1
SE,SUDESTE,2011-12-30,38.53,37.82,38.88,39.24
SE,SUDESTE,2012-01-06,50.42,48.89,51.22,51.71
SE,SUDESTE,2012-01-13,31.47,30.69,31.92,31.92
SE,SUDESTE,2012-01-20,8.2,1.34,12.11,12.11
SE,SUDESTE,2012-01-27,9.5,2.69,13.38,13.38
SE,SUDESTE,2012-02-03,12.91,0.0,20.27,20.27
SE,SUDESTE,2012-02-10,38.81,36.71,40.0,40.0
SE,SUDESTE,2012-02-17,58.02,55.21,59.62,59.62
SE,SUDESTE,2012-02-24,64.98,63.37,66.23,66.23
SE,SUDESTE,2012-03-02,72.01,69.63,73.13,74.5
SE,SUDESTE,2012-03-09,101.77,98.67,103.54,103.54
SE,SUDESTE,2012-03-16,140.75,137.19,142.78,142.78
SE,SUDESTE,2012-03-23,147.23,145.2,148.17,149.48
SE,SUDESTE,2012-03-30,138.89,136.15,140.15,141.92
SE,SUDESTE,2012-04-06,191.57,191.23,191.38,194.21
SE,SUDESTE,2012-04-13,197.54,191.1,199.96,207.42
SE,SUDESTE,2012-04-20,207.66,202.31,210.43,212.08
SE,SUDESTE,2012-04-27,196.48,194.13,197.53,202.35
SE,SUDESTE,2012-05-04,191.6,191.32,191.47,193.63
SE,SUDESTE,2012-05-11,180.29,179.89,180.28,181.65
SE,SUDESTE,2012-05-18,172.55,170.14,173.92,173.92
SE,SUDESTE,2012-05-25,191.86,190.12,192.85,192.85
SE,SUDESTE,2012-06-01,178.29,177.25,178.6,180.31
SE,SUDESTE,2012-06-08,146.82,146.13,147.1,148.68
SE,SUDESTE,2012-06-15,148.47,146.32,149.27,151.8
SE,SUDESTE,2012-06-22,102.62,101.1,103.01,105.81
SE,SUDESTE,2012-06-29,77.38,75.15,78.41,79.86
SE,SUDESTE,2012-07-06,56.58,54.95,57.28,58.63
SE,SUDESTE,2012-07-13,95.52,94.53,95.73,97.78
SE,SUDESTE,2012-07-20,107.04,106.66,106.88,109.08
SE,SUDESTE,2012-07-27,104.41,103.84,104.45,106.12
SE,SUDESTE,2012-08-03,89.22,87.92,89.69,91.26
SE,SUDESTE,2012-08-10,107.61,106.22,107.9,110.91
SE,SUDESTE,2012-08-17,117.48,116.73,117.62,119.3
SE,SUDESTE,2012-08-24,129.94,128.4,130.47,132.56
SE,SUDESTE,2012-08-31,138.81,138.21,138.82,140.77
SE,SUDESTE,2012-09-07,175.66,175.2,175.5,178.8
SE,SUDESTE,2012-09-14,182.23,181.11,182.31,185.68
SE,SUDESTE,2012-09-21,190.65,189.31,191.26,192.16
SE,SUDESTE,2012-09-28,188.5,186.85,189.15,190.91
SE,SUDESTE,2012-10-05,178.99,173.83,181.74,182.84
SE,SUDESTE,2012-10-12,242.37,239.5,243.93,247.99
SE,SUDESTE,2012-10-19,322.02,319.72,323.13,324.31
SE,SUDESTE,2012-10-26,289.93,286.16,291.84,292.99
SE,SUDESTE,2012-11-02,362.35,360.83,363.21,365.11
SE,SUDESTE,2012-11-09,431.73,430.48,432.44,432.44
SE,SUDESTE,2012-11-16,453.85,451.66,455.53,455.53
SE,SUDESTE,2012-11-23,317.93,316.96,318.48,318.48
SE,SUDESTE,2012-11-30,312.87,310.06,314.48,314.48
SE,SUDESTE,2012-12-07,200.26,196.15,202.6,202.6
SE,SUDESTE,2012-12-14,265.89,259.33,269.64,269.64
SE,SUDESTE,2012-12-21,181.9,176.73,184.77,185.19
SE,SUDESTE,2012-12-28,341.61,339.48,342.16,349.09
SE,SUDESTE,2013-01-04,341.01,337.17,343.14,348.3
SE,SUDESTE,2013-01-11,554.95,554.95,554.95,554.95
SE,SUDESTE,2013-01-18,336.29,332.64,338.37,338.37
SE,SUDESTE,2013-01-25,477.81,475.96,478.86,478.86
SE,SUDESTE,2013-02-01,304.56,295.02,309.99,309.99
SE,SUDESTE,2013-02-08,172.95,168.47,175.5,175.5
SE,SUDESTE,2013-02-15,155.02,153.24,156.39,156.39
SE,SUDESTE,2013-02-22,214.41,208.1,217.97,217.97
SE,SUDESTE,2013-03-01,309.16,302.64,312.54,314.61
SE,SUDESTE,2013-03-08,368.56,363.11,371.66,371.66
SE,SUDESTE,2013-03-15,336.12,331.98,338.48,338.48
SE,SUDESTE,2013-03-22,336.01,334.38,336.94,336.94
SE,SUDESTE,2013-03-29,314.85,312.06,316.82,317.88
SE,SUDESTE,2013-04-05,296.48,295.73,296.4,299.43
SE,SUDESTE,2013-04-12,187.28,183.8,188.84,191.36
SE,SUDESTE,2013-04-19,149.67,146.37,151.27,152.98
SE,SUDESTE,2013-04-26,126.89,124.34,128.25,128.77
SE,SUDESTE,2013-05-03,273.94,271.17,275.74,277.81
SE,SUDESTE,2013-05-10,337.12,335.19,337.99,339.39
SE,SUDESTE,2013-05-17,352.14,349.59,353.03,356.38
SE,SUDESTE,2013-05-24,351.45,347.08,353.62,355.58
SE,SUDESTE,2013-05-31,352.07,349.37,353.63,356.88
SE,SUDESTE,2013-06-07,320.94,318.0,322.09,325.25
SE,SUDESTE,2013-06-14,175.52,173.89,176.19,177.7
SE,SUDESTE,2013-06-21,187.86,183.12,190.36,191.51
SE,SUDESTE,2013-06-28,160.84,156.35,162.99,165.39
SE,SUDESTE,2013-07-05,94.83,89.77,97.38,99.38
SE,SUDESTE,2013-07-12,103.04,99.31,105.03,105.85
SE,SUDESTE,2013-07-19,118.14,114.38,120.03,121.52
SE,SUDESTE,2013-07-26,123.12,120.07,124.53,126.52
SE,SUDESTE,2013-08-02,148.05,146.21,148.7,151.11
SE,SUDESTE,2013-08-09,159.1,157.42,159.65,162.1
SE,SUDESTE,2013-08-16,141.48,138.13,142.97,145.47
SE,SUDESTE,2013-08-23,166.32,162.93,167.85,170.29
SE,SUDESTE,2013-08-30,152.48,147.89,154.95,155.8
SE,SUDESTE,2013-09-06,258.02,252.3,261.0,262.71
SE,SUDESTE,2013-09-13,266.54,259.87,271.61,272.03
SE,SUDESTE,2013-09-20,272.0,267.09,274.52,276.19
SE,SUDESTE,2013-09-27,258.61,246.7,265.13,266.79
SE,SUDESTE,2013-10-04,260.7,253.95,264.34,265.56
SE,SUDESTE,2013-10-11,240.07,220.97,250.38,253.74
SE,SUDESTE,2013-10-18,243.29,231.59,251.87,254.44
SE,SUDESTE,2013-10-25,243.3,235.89,246.93,250.07
SE,SUDESTE,2013-11-01,307.03,302.57,309.56,309.56
SE,SUDESTE,2013-11-08,315.33,304.65,323.38,324.37
SE,SUDESTE,2013-11-15,314.74,312.17,316.71,316.71
SE,SUDESTE,2013-11-22,333.1,324.18,338.18,338.18
SE,SUDESTE,2013-11-29,356.96,348.93,361.53,361.53
SE,SUDESTE,2013-12-06,303.41,294.61,308.43,308.43
SE,SUDESTE,2013-12-13,271.14,262.1,276.29,276.29
SE,SUDESTE,2013-12-20,303.94,299.06,306.72,306.72
SE,SUDESTE,2013-12-27,290.77,290.12,291.23,291.51
SE,SUDESTE,2014-01-03,247.01,247.01,247.01,247.01
SE,SUDESTE,2014-01-10,280.81,276.23,283.42,283.42
SE,SUDESTE,2014-01-17,386.82,381.04,390.12,390.12
SE,SUDESTE,2014-01-24,407.54,404.19,409.45,409.45
SE,SUDESTE,2014-01-31,481.0,476.85,483.36,483.36
SE,SUDESTE,2014-02-07,1065.74,1065.74,1065.74,1065.74
SE,SUDESTE,2014-02-14,1691.39,1681.5,1697.04,1697.04
SE,SUDESTE,2014-02-21,1777.54,1765.78,1784.18,1784.18
SE,SUDESTE,2014-02-28,1685.28,1677.47,1689.73,1689.73
SE,SUDESTE,2014-03-07,1364.25,1363.75,1364.42,1365.73
SE,SUDESTE,2014-03-14,1098.92,1095.14,1101.07,1101.07
SE,SUDESTE,2014-03-21,1331.52,1323.39,1336.16,1336.16
SE,SUDESTE,2014-03-28,1338.85,1321.85,1348.31,1349.7
SE,SUDESTE,2014-04-04,937.64,931.23,940.8,943.77
SE,SUDESTE,2014-04-11,1303.77,1279.61,1316.87,1320.88
SE,SUDESTE,2014-04-18,1172.31,1167.83,1174.67,1181.58
SE,SUDESTE,2014-04-25,996.67,995.09,996.75,1003.96
SE,SUDESTE,2014-05-02,915.54,909.14,918.18,932.64
SE,SUDESTE,2014-05-09,793.05,777.83,800.42,808.2
SE,SUDESTE,2014-05-16,904.57,881.39,917.78,917.78
SE,SUDESTE,2014-05-23,1050.26,1026.38,1063.88,1063.88
SE,SUDESTE,2014-05-30,832.22,808.39,844.5,852.29
SE,SUDESTE,2014-06-06,578.98,550.42,594.42,599.38
SE,SUDESTE,2014-06-13,351.35,287.83,386.82,391.2
SE,SUDESTE,2014-06-20,367.51,287.83,427.65,434.6
SE,SUDESTE,2014-06-27,411.26,237.76,508.79,517.0
SE,SUDESTE,2014-07-04,340.85,238.29,399.02,400.8
SE,SUDESTE,2014-07-11,546.69,531.85,552.66,567.51
SE,SUDESTE,2014-07-18,670.52,622.58,696.71,703.46
SE,SUDESTE,2014-07-25,710.16,666.95,734.8,734.8
SE,SUDESTE,2014-08-01,584.08,576.47,587.32,593.87
SE,SUDESTE,2014-08-08,824.51,812.89,830.85,832.49
SE,SUDESTE,2014-08-15,669.74,661.27,674.18,676.49
SE,SUDESTE,2014-08-22,703.07,693.1,708.76,708.76
SE,SUDESTE,2014-08-29,700.62,689.42,707.01,707.01
SE,SUDESTE,2014-09-05,720.0,707.18,727.3,727.3
SE,SUDESTE,2014-09-12,693.97,676.97,703.66,703.66
SE,SUDESTE,2014-09-19,759.97,744.61,768.73,768.73
SE,SUDESTE,2014-09-26,731.59,718.75,738.91,738.91
SE,SUDESTE,2014-10-03,664.12,640.55,676.33,683.69
SE,SUDESTE,2014-10-10,693.49,673.73,703.14,712.69
SE,SUDESTE,2014-10-17,802.38,780.97,814.45,815.27
SE,SUDESTE,2014-10-24,852.7,839.24,860.25,860.25
SE,SUDESTE,2014-10-31,890.12,878.93,896.5,896.5
SE,SUDESTE,2014-11-07,1009.82,1005.74,1011.49,1015.34
SE,SUDESTE,2014-11-14,1092.07,1078.62,1099.74,1099.74
SE,SUDESTE,2014-11-21,1125.91,1116.24,1133.35,1133.35
SE,SUDESTE,2014-11-28,1048.14,1038.26,1053.78,1053.78
SE,SUDESTE,2014-12-05,549.83,545.95,552.05,552.05
SE,SUDESTE,2014-12-12,659.76,656.16,661.82,661.82
SE,SUDESTE,2014-12-19,645.29,627.74,655.3,655.3
SE,SUDESTE,2014-12-26,656.71,656.71,656.71,656.71
SE,SUDESTE,2015-01-02,529.36,529.36,529.36,529.36
SE,SUDESTE,2015-01-09,494.4,485.87,499.27,499.27
SE,SUDESTE,2015-01-16,917.57,904.13,925.23,925.23
SE,SUDESTE,2015-01-23,1402.96,1393.36,1408.44,1408.44
SE,SUDESTE,2015-01-30,1445.61,1430.69,1454.12,1454.12
SE,SUDESTE,2015-02-06,1916.92,1863.32,1947.48,1947.48
SE,SUDESTE,2015-02-13,2158.57,2110.44,2186.01,2186.01
SE,SUDESTE,2015-02-20,1314.92,1297.43,1328.36,1328.36
SE,SUDESTE,2015-02-27,1606.42,1577.69,1622.64,1622.64
SE,SUDESTE,2015-03-06,1331.34,1291.89,1353.83,1353.83
SE,SUDESTE,2015-03-13,1256.26,1229.14,1271.72,1271.72
SE,SUDESTE,2015-03-20,1130.44,1100.47,1147.53,1147.53
SE,SUDESTE,2015-03-27,1204.34,1171.94,1222.81,1222.81
SE,SUDESTE,2015-04-03,863.46,842.28,879.57,880.56
SE,SUDESTE,2015-04-10,916.06,882.5,935.2,935.2
SE,SUDESTE,2015-04-17,949.64,918.29,966.65,971.78
SE,SUDESTE,2015-04-24,994.27,963.02,1018.29,1018.29
SE,SUDESTE,2015-05-01,981.29,952.06,1002.2,1012.1
SE,SUDESTE,2015-05-08,438.97,426.65,446.0,446.0
SE,SUDESTE,2015-05-15,412.51,400.42,419.4,419.4
SE,SUDESTE,2015-05-22,442.06,424.99,451.79,451.79
SE,SUDESTE,2015-05-29,472.23,453.99,482.62,482.62
SE,SUDESTE,2015-06-05,367.91,362.15,371.67,375.83
SE,SUDESTE,2015-06-12,379.34,368.21,385.69,385.69
SE,SUDESTE,2015-06-19,349.18,341.19,353.45,355.11
SE,SUDESTE,2015-06-26,361.45,350.79,366.63,371.99
SE,SUDESTE,2015-07-03,374.24,364.64,379.62,380.16
SE,SUDESTE,2015-07-10,315.48,307.15,319.72,322.75
SE,SUDESTE,2015-07-17,230.62,221.98,235.05,237.97
SE,SUDESTE,2015-07-24,176.96,117.95,210.07,213.21
SE,SUDESTE,2015-07-31,171.13,103.35,209.58,210.72
SE,SUDESTE,2015-08-07,111.57,108.49,113.24,113.73
SE,SUDESTE,2015-08-14,120.99,118.75,122.23,122.47
SE,SUDESTE,2015-08-21,126.93,123.77,128.58,129.52
SE,SUDESTE,2015-08-28,129.37,126.05,131.0,132.57
SE,SUDESTE,2015-09-04,260.37,253.54,264.27,264.27
SE,SUDESTE,2015-09-11,227.15,221.67,231.17,232.37
SE,SUDESTE,2015-09-18,182.68,176.96,185.95,185.95
SE,SUDESTE,2015-09-25,203.36,198.84,205.47,208.24
SE,SUDESTE,2015-10-02,191.07,183.8,194.64,198.03
SE,SUDESTE,2015-10-09,202.38,190.65,208.74,210.72
SE,SUDESTE,2015-10-16,189.49,181.27,195.15,199.36
SE,SUDESTE,2015-10-23,190.86,180.45,196.61,197.2
SE,SUDESTE,2015-10-30,204.17,196.54,208.52,208.52
SE,SUDESTE,2015-11-06,234.6,194.44,265.46,265.46
SE,SUDESTE,2015-11-13,190.84,178.28,198.0,198.0
SE,SUDESTE,2015-11-20,175.48,164.37,181.81,181.81
SE,SUDESTE,2015-11-27,177.83,152.82,192.09,192.09
SE,SUDESTE,2015-12-04,124.48,116.59,128.99,128.99
SE,SUDESTE,2015-12-11,111.01,104.7,114.61,114.61
SE,SUDESTE,2015-12-18,92.18,85.61,95.93,95.93
SE,SUDESTE,2015-12-25,116.49,110.35,120.74,123.7
SE,SUDESTE,2016-01-01,27.8,26.29,28.87,29.48
SE,SUDESTE,2016-01-08,20.64,18.93,21.62,21.62
SE,SUDESTE,2016-01-15,12.6,10.98,13.53,13.53
SE,SUDESTE,2016-01-22,9.66,4.5,12.6,12.6
SE,SUDESTE,2016-01-29,6.07,4.31,7.08,7.08
SE,SUDESTE,2016-02-05,2.62,2.5,2.69,2.69
SE,SUDESTE,2016-02-12,0.08,0.07,0.08,0.08
SE,SUDESTE,2016-02-19,1.19,1.12,1.23,1.23
SE,SUDESTE,2016-02-26,1.79,1.62,1.89,1.89
SE,SUDESTE,2016-03-04,21.69,18.6,23.45,23.45
SE,SUDESTE,2016-03-11,37.16,34.06,38.92,38.92
SE,SUDESTE,2016-03-18,19.64,17.51,20.81,21.12
SE,SUDESTE,2016-03-25,15.02,13.43,16.19,16.55
SE,SUDESTE,2016-04-01,29.15,27.93,29.82,29.96
SE,SUDESTE,2016-04-08,32.83,31.71,33.32,34.21
SE,SUDESTE,2016-04-15,37.5,36.6,37.8,39.05
SE,SUDESTE,2016-04-22,39.62,39.02,39.88,41.18
SE,SUDESTE,2016-04-29,40.08,38.63,40.41,43.37
SE,SUDESTE,2016-05-06,64.74,63.41,65.15,67.18
SE,SUDESTE,2016-05-13,57.33,55.71,57.9,60.03
SE,SUDESTE,2016-05-20,54.01,51.36,55.33,56.47
SE,SUDESTE,2016-05-27,51.82,50.28,52.71,54.6
SE,SUDESTE,2016-06-03,40.07,38.81,40.57,41.91
SE,SUDESTE,2016-06-10,38.24,35.3,39.69,41.02
SE,SUDESTE,2016-06-17,36.58,34.24,37.61,39.42
SE,SUDESTE,2016-06-24,36.15,34.51,36.76,38.68
SE,SUDESTE,2016-07-01,47.98,46.32,48.67,50.21
SE,SUDESTE,2016-07-08,54.12,52.5,54.83,56.11
SE,SUDESTE,2016-07-15,57.57,56.09,58.1,59.97
SE,SUDESTE,2016-07-22,52.33,51.0,52.62,55.36
SE,SUDESTE,2016-07-29,50.46,48.63,51.15,53.25
SE,SUDESTE,2016-08-05,93.29,90.99,94.25,96.33
SE,SUDESTE,2016-08-12,92.53,90.57,93.03,96.72
SE,SUDESTE,2016-08-19,89.79,87.68,90.61,92.85
SE,SUDESTE,2016-08-26,70.4,67.85,71.67,72.75
SE,SUDESTE,2016-09-02,128.02,115.15,135.06,136.79
SE,SUDESTE,2016-09-09,126.65,115.15,134.67,139.8
SE,SUDESTE,2016-09-16,128.35,120.84,132.38,133.83
SE,SUDESTE,2016-09-23,128.25,122.72,131.06,133.08
SE,SUDESTE,2016-09-30,140.68,132.41,145.09,146.94
SE,SUDESTE,2016-10-07,198.86,193.45,201.62,203.53
SE,SUDESTE,2016-10-14,203.91,200.54,206.5,206.5
SE,SUDESTE,2016-10-21,184.01,179.86,186.33,186.33
SE,SUDESTE,2016-10-28,152.66,147.72,155.47,155.47
SE,SUDESTE,2016-11-04,221.9,217.31,225.43,225.43
SE,SUDESTE,2016-11-11,224.4,219.99,226.91,226.91
SE,SUDESTE,2016-11-18,216.98,213.54,219.62,219.62
SE,SUDESTE,2016-11-25,190.96,185.81,193.9,193.9
SE,SUDESTE,2016-12-02,172.88,171.4,173.72,173.72
SE,SUDESTE,2016-12-09,127.39,125.43,128.51,128.51
SE,SUDESTE,2016-12-16,152.36,150.07,153.66,153.66
SE,SUDESTE,2016-12-23,134.77,132.83,135.87,135.87
SE,SUDESTE,2016-12-30,107.11,106.1,107.68,107.68
SE,SUDESTE,2017-01-06,133.64,131.56,134.82,134.82
SE,SUDESTE,2017-01-13,80.42,78.22,81.68,81.68
SE,SUDESTE,2017-01-20,109.76,108.01,110.75,110.75
SE,SUDESTE,2017-01-27,110.21,107.95,111.5,111.5
SE,SUDESTE,2017-02-03,80.44,79.25,81.12,81.12
SE,SUDESTE,2017-02-10,94.58,92.96,95.51,95.51
SE,SUDESTE,2017-02-17,103.09,101.49,104.01,104.01
SE,SUDESTE,2017-02-24,113.1,110.76,114.42,114.42
SE,SUDESTE,2017-03-03,169.28,167.4,170.73,170.73
SE,SUDESTE,2017-03-10,169.23,166.94,170.53,170.53
SE,SUDESTE,2017-03-17,222.29,217.32,225.13,225.13
SE,SUDESTE,2017-03-24,204.12,200.52,206.18,206.18
SE,SUDESTE,2017-03-31,221.01,215.21,224.31,224.31
SE,SUDESTE,2017-04-07,420.28,409.42,426.47,426.47
SE,SUDESTE,2017-04-14,351.28,344.17,356.74,356.74
SE,SUDESTE,2017-04-21,344.16,337.34,349.4,349.4
SE,SUDESTE,2017-04-28,324.65,319.25,327.73,327.73
SE,SUDESTE,2017-05-05,452.41,443.36,459.37,459.37
SE,SUDESTE,2017-05-12,461.1,445.56,469.72,471.15
SE,SUDESTE,2017-05-19,471.84,453.26,482.43,482.43
SE,SUDESTE,2017-05-26,468.54,452.64,477.6,477.6
SE,SUDESTE,2017-06-02,104.4,0.0,163.43,166.35
SE,SUDESTE,2017-06-09,91.73,0.0,143.7,145.62
SE,SUDESTE,2017-06-16,80.38,0.0,141.98,143.06
SE,SUDESTE,2017-06-23,119.64,34.21,167.68,171.63
SE,SUDESTE,2017-06-30,155.19,86.54,194.22,194.9
